sha256,yolo_objects,yolo_objects_confidence,cap3D_caption,trellis_aesthetic_score,trellis_caption,aesthetic_score,fileIdentifier,source,license,fileType,metadata,mesh_filename,caption,avg_height_of_bbox,normalized_height_of_object,normalized_depth_of_object,normalized_width_of_object,normalized_wheelbase,category
78e5a54121d32aee2e1850aaff8fabe58bd1db4f14bfbe946326fbc35a576421,"['truck', 'car']","[0.7, 0.96]",Red Suzuki Vitara SUV,6.675998210906982,"[""Compact red SUV with black roof; silver front grille with horizontal slats and centered logo; trapezoidal headlights; black-tinted windows; black multi-spoke wheels; angular rear lights; black rear bumper; no visible exhaust pipes."", ""Red SUV with black roof, trapezoidal headlights, black wheels, and silver grille."", ""Compact red SUV, black roof, silver grille, angular rear lights."", ""Red SUV, black-tinted windows, silver grille, black wheels."", ""Red SUV with black roof and black multi-spoke wheels."", ""Compact SUV with silver front grille and black windows."", ""Red SUV with trapezoidal headlights and black wheels."", ""SUV with black roof, silver grille."", ""Red SUV with black wheels."", ""Red and black SUV."", ""Red SUV.""]",4.583148956298828,https://sketchfab.com/3d-models/6c2f647e8874401abfee51dbe6a0bee9,sketchfab,Creative Commons - Attribution,glb,{},6c2f647e8874401abfee51dbe6a0bee9.glb,"The car in the renderings appears to be a compact SUV with the following characteristics:

- **Color**: The primary color is red, complemented by a grey/silver roof, giving it a two-tone appearance.
- **Design and Features**: 
  - The rear view shows a clean and streamlined design with distinctive taillights.
  - The side profile reveals a slightly muscular build, accentuated by bold wheel arches and a sleek window line.
  - The front view features a prominent grille, with a chrome accent that adds a touch of elegance, and aggressive-looking headlights.
- **Wheels**: The car is equipped with dark alloy wheels, enhancing its sporty look.
- **Quality**: The rendering appears to be of high quality, showcasing smooth surfaces and well-defined details, indicating a polished visual representation of the model.
- **Type**: It is a compact SUV, suitable for urban driving with an emphasis on style and functionality.

Overall, the car combines a sporty aesthetic with practical design features typical of modern SUVs.",192.6875,1.0,2.4972375690607733,1.2609819121447028,1.6166186885939118,SUV
4b87e4f4cd4b4d7f4ec0c1ac186a0054be9f414a7419181b4c0c3452c6709452,"['airplane', 'car']","[0.47, 0.94]",,6.136043071746826,"[""A sleek, aerodynamic white sports car with a canopy-style roof, dark-tinted windows, black wheels with white accents, aggressive front bumper, narrow rectangular headlights, integrated door handles, slim taillights, rear diffuser, rectangular sunroof, sharp lines and edges."", ""White sports car with aerodynamic design, tinted windows, and aggressive front bumper."", ""Sleek white sports car with canopy-style roof and rectangular headlights."", ""White sports car with black wheels, integrated door handles."", ""Aerodynamic sports car with slim taillights and rear diffuser."", ""White sports car with narrow rectangular headlights and sunroof."", ""White sports car with sharp lines and dark-tinted windows."", ""Aerodynamic white car with aggressive front bumper."", ""Sleek white sports car with tinted windows."", ""White car with black wheels."", ""White sports car.""]",4.1459550857543945,https://sketchfab.com/3d-models/6cae54af66264a2bb87d3f8da374d982,sketchfab,Creative Commons - Attribution,glb,{},6cae54af66264a2bb87d3f8da374d982.glb,"The car depicted in the images is a sleek, modern sports car with the following characteristics:

1. **Design**: The car features a dynamic and aerodynamic shape, showcasing its sports car lineage. Elements like sharp lines and a low profile contribute to its aggressive appearance.

2. **Color**: The car is primarily white, which gives it a clean and elegant look. The white color contrasts well with darker elements, such as the wheels and accents.

3. **Rear**: The rear view emphasizes a sporty design with dual exhausts and a distinctive taillight arrangement. There's a large rear wing that enhances its aerodynamic properties.

4. **Side Profile**: The side view highlights the car’s elongated silhouette and sculpted bodywork. The black wheels are notable, providing a striking contrast against the white body. The window design suggests a spacious cockpit, while the sleek lines enhance its sporty character.

5. **Front View**: The front end showcases a prominent grille and sharp headlights, which give the car a fierce look. The overall front design reinforces the sporty and performance-oriented identity of the vehicle.

6. **Quality**: The renderings appear to be high-quality, with smooth surfaces and detailed textures that mimic the look of a real sports car, indicating careful attention to modeling and rendering.

In summary, this is a high-performance sports car exuding speed and sophistication, characterized by its sporty design, white color, and high-quality rendering.",136.9375,1.0,3.5384615384615383,1.8639705882352944,2.308430657019982,Sports Car
c21b591781f18baa1f8edae9ac7ecef2317a9f6d3efcec0afd3480c67b288df7,['car'],[0.93],White Koenigsegg Agera RS,6.787387847900391,"[""Aerodynamic, sleek, white hypercar with a low, wide teardrop shape; angular front, large rear wing, prominent air intakes, tinted windows, black multi-spoke wheels; smooth body lines, scissor doors, integrated splitter, and subtle sculpted hood."", ""White aerodynamic hypercar with large rear wing, angular front, and scissor doors."", ""Sleek, wide hypercar with large rear wing and scissor doors."", ""White, teardrop-shaped hypercar with prominent air intakes."", ""Sleek automobile with angular front and large rear wing."", ""White hypercar with black multi-spoke wheels and tinted windows."", ""Low, wide car with streamlined body and sculpted hood."", ""Wide hypercar with prominent intakes and scissor doors."", ""Aerodynamic car with sculpted hood and rear wing."", ""Angular-front hypercar with multi-spoke wheels."", ""White hypercar with large wing.""]",4.583474159240723,https://sketchfab.com/3d-models/614459e9cdfb4a06abbf2d6ac962a08a,sketchfab,Creative Commons - Attribution,glb,{},614459e9cdfb4a06abbf2d6ac962a08a.glb,"The car depicted in the images is a sleek, high-performance sports car, characterized by an aerodynamic design ideal for speed and agility. Here are its main features:

1. **Color**: The car has a predominantly white exterior, accented with black details, including the wheels and certain elements of the body, creating a striking contrast. It also features green accents around the wheel rims, adding a sporty flair.

2. **Type**: This vehicle is likely a hypercar or supercar, designed for high performance on both the road and track. The design suggests it is built for exceptional speed and handling.

3. **Quality of Objects**: The 3D rendering shows a high level of detail, indicating a quality model. The surfaces appear smooth and polished, showcasing a realistic finish. The reflections and shading imply careful attention to lighting, highlighting the car's curves and features.

4. **Characteristics**:
   - **Aerodynamics**: The car features a pronounced rear wing and sculpted bodywork, emphasizing aerodynamic efficiency. 
   - **Set Up**: The front view indicates a low stance, enhancing stability at high speeds.
   - **Wheel Design**: The wheels are large and stylish, contributing to the vehicle's aggressive look and performance capabilities.

5. **Angles**: The different views (front, side, rear) provide a comprehensive look at the car's design and proportions, demonstrating its sleek lines and aggressive posture.

Overall, this car represents a blend of cutting-edge design",133.5,1.0,3.450980392156863,1.904942965779468,2.2610823388193166,Sports Car
77e5954008c91d0166d2775c7b59690fd23a44f660079dc3075245234908938d,['car'],[0.94],White Bugatti Veyron and Lamborghini Veneno,6.090874671936035,"[""A high-performance, white sports coupe with black accents, low and sleek, featuring scissor doors, central front and rear vents, slim LED headlights and taillights, prominent rear spoiler, large multi-spoke wheels, and a rear engine with a transparent cover."", ""White sports coupe, black accents, scissor doors, central vents, slim LED lights, rear spoiler, large wheels, rear engine."", ""High-performance coupe with scissor doors, central vents, slim LED lights, rear spoiler, large wheels, visible rear engine."", ""Sleek white coupe with scissor doors, LED lights, rear spoiler, large wheels, and rear engine."", ""White coupe with scissor doors, LED lights, spoiler, wheels, and engine."", ""Sports coupe with scissor doors, lights, spoiler, wheels, rear engine."", ""White coupe with doors, lights, spoiler, wheels, engine."", ""Coupe with doors, lights, spoiler, wheels, engine."", ""White sport car with doors, lights, spoiler, engine."", ""Sports car with doors, lights, spoiler, engine."", ""Car with doors, lights, spoiler, engine.""]",4.327872753143311,https://sketchfab.com/3d-models/a875c1c0b22f40b98dbfdd65d3900cf4,sketchfab,Creative Commons - Attribution,glb,{},a875c1c0b22f40b98dbfdd65d3900cf4.glb,"The car depicted in the images is a sleek, high-performance vehicle with several distinctive characteristics:

1. **Color**: The car is primarily rendered in a pristine white, giving it a modern and clean aesthetic. 

2. **Design**: 
   - **Front View**: The car features a bold front fascia with sharp lines and an aggressive stance. It has a low profile, enhancing its sporty appearance.
   - **Side View**: The side profile showcases a streamlined design with aerodynamic features. Notable elements include side vents for airflow and sleek alloy wheels that contrast well with the white body.
   - **Rear View**: The rear of the car is striking, boasting illuminated tail lights that are narrow and sport-inspired, as well as a prominent spoiler that emphasizes its performance capability. The exhaust system is also highlighted with quad tips, indicating a powerful engine.

3. **Quality of Objects**: The object appears to be of high quality, likely created using advanced 3D modeling techniques. The surfaces are smooth, with well-defined edges and realistic reflections that enhance its visual appeal.

4. **Type of Car**: This car can be classified as a supercar or hypercar, as its design elements and performance features suggest it is intended for high speeds and racing capabilities.

Overall, the car combines elegance with a fierce sporty character, making it a visually striking 3D rendering.",130.25,1.0,3.596707818930041,1.9233716475095783,2.3988146683806746,race car
5f3248644497b1b5a366979fc4186c8fbdcffb3081d8c6ae2273b8bed54fcff9,['car'],[0.95],"Yellow sports sedan with black rims, tinted windows, and stylized front grille design.",5.874177932739258,"[""A vivid yellow mid-size luxury sedan with a panoramic sunroof, bright red interior, sleek horizontal headlights, large trapezoidal grille, smooth trunk lid, dual rectangular exhaust pipes, black alloy wheels, chrome door handles, side vents, and fin antenna."", ""Yellow mid-size luxury sedan with panoramic sunroof and red interior."", ""Yellow sedan with panoramic sunroof and detailed red interior."", ""Luxury sedan with sunroof and vibrant red interior."", ""Sleek sedan with panoramic sunroof and red interior."", ""Luxury car with sunroof and bright red interior."", ""Yellow car with red interior and sunroof."", ""Bright sedan with sunroof and red interior."", ""Car with sunroof and red interior."", ""Yellow car with sunroof."", ""Yellow sedan.""]",4.130642890930176,https://github.com/whitenight100/Laravel-Animation-Login/blob/605ecc4c36e63016ee573dc86ce80d1467ed0a68/public/glb/solidworks/car.glb,github,,glb,{},5f3248644497b1b5a366979fc4186c8fbdcffb3081d8c6ae2273b8bed54fcff9.glb,"The images depict a 3D rendering of a sleek, sporty car characterized by its vibrant yellow color, giving it a bold and eye-catching appearance. 

### Characteristics:
- **Type:** The car appears to be a luxury sedan or sports sedan, combining elegance with a performance-oriented design.
- **Color:** A striking bright yellow finish, which enhances its sporty aesthetic.
- **Wheels:** It is equipped with black alloy wheels, which contrast beautifully with the yellow body, and may have red brake calipers, adding a touch of class and sportiness.
- **Interior:** The car likely features a high-quality interior, as indicated by the visible red leather seats, suggesting luxury and comfort.
- **Design Elements:** The front has a distinct grille with a sporty look, while the rear features sleek taillights that enhance its modern appearance.

### Quality:
The rendering appears to be of high quality, with smooth surfaces, realistic reflections, and detailed textures, which suggest a well-crafted digital model ideal for showcasing car features.

Overall, the car combines luxury and sportiness, making it an appealing choice for those who appreciate performance and style.",135.4375,1.0,3.4645669291338583,1.469090909090909,2.265448742964136,Sedan
f997dc85ea4c7052b90dec51448b87c670bf0af813ee4faf5c06d857f423e456,['car'],[0.94],Tesla Model S Royalty-Free,5.841485500335693,"[""White four-door sedan with black accents, sloping roofline, sleek headlights, minimalist grille, tinted windows, large alloy wheels, elongated tail lights, rear spoiler, and diffuser-like rear bumper, designed as an aerodynamic electric vehicle."", ""White electric sedan with sloping roof, sleek headlights and large alloy wheels."", ""Four-door electric car with black accents and aerodynamic features."", ""Aerodynamic electric sedan with minimalist grille and spoiler."", ""White electric vehicle with tinted windows and diffuser."", ""Sleek four-door electric car with large wheels."", ""Sedan with elongated tail lights and rear spoiler."", ""Electric vehicle with sleek headlights and spoiler."", ""Aerodynamic sedan with alloy wheels."", ""White electric four-door vehicle."", ""Electric sedan.""]",4.326412200927734,https://sketchfab.com/3d-models/d20140070fcc4537b7e4385e0ea23781,sketchfab,Creative Commons - Attribution,glb,{},d20140070fcc4537b7e4385e0ea23781.glb,"The images depict a sleek and modern 3D rendering of a car, characterized by smooth lines and a streamlined silhouette. Here are the detailed characteristics:

1. **Type of Car**: The car appears to be a performance sedan, likely an electric vehicle, given its design features and branding.

2. **Color**: The car is predominantly white, giving it a clean and contemporary look. 

3. **Front View**: The front showcases a bold design, featuring angular headlights and an aerodynamic front bumper. The emblem is prominently displayed, suggesting a sporty identity.

4. **Side View**: The side profile reveals a coupe-like shape, with a sloping roofline that adds to its sporty character. The wheels are designed with a multi-spoke alloy pattern, enhancing the car's performance appeal.

5. **Rear View**: The rear showcases a smooth and modern design, with potentially integrated taillights and an aerodynamic spoiler, contributing to the overall sporty aesthetic.

6. **Quality of Objects**: The rendering appears high-quality with smooth, reflective surfaces and precise detailing, indicating a digital model created with attention to form and texture.

Overall, this car embodies a blend of luxury and performance, reflecting modern automotive design trends.",141.625,1.0,3.251851851851852,1.6312056737588652,2.1119999638310185,Sedan
ddf38cb342a4f55c8b4f908cd8b7c17a5d3faa4151895ab1f2f8d23e6048e96d,['car'],[0.94],Jaguar F-Type GTS and SVR Royalty-Free,6.137634754180908,"[""White sports coupe with sleek, aerodynamic curves, low-profile hood with air intakes, tinted windows, sunroof, slim headlights and taillights, five-spoke dark rims, twin oval exhaust pipes, and an integrated rear spoiler."", ""White sports coupe with aerodynamic curves, low-profile hood and tinted windows"", ""Sports coupe with aerodynamic curves, slim headlights and taillights"", ""Sports coupe with five-spoke dark rims and twin exhaust pipes"", ""White coupe with integrated rear spoiler"", ""Coupe with low-profile hood and sunroof"", ""White sleek sports coupe"", ""Coupe with dark rims"", ""Sleek white coupe"", ""Sports coupe"", ""White coupe""]",4.595680236816406,https://sketchfab.com/3d-models/4dde0628c79c479eb6b71d82248afaa4,sketchfab,Creative Commons - Attribution,glb,{},4dde0628c79c479eb6b71d82248afaa4.glb,"The car depicted in the images is a sleek, modern sports coupe. Here are its characteristics:

1. **Color**: The car is primarily rendered in a clean, glossy white finish.

2. **Design**: 
   - **Rear View**: The back of the car features a clean design with smooth curves and dual exhaust pipes, indicating a performance-oriented model.
   - **Side View**: The profile showcases a low, aerodynamic silhouette, accentuated by sharp lines and a sporty stance. The blacked-out wheels, combined with red brake calipers, add a striking contrast.
   - **Front View**: The front end is aggressive, featuring a wide grille and sculpted headlights, further emphasizing its sporty edge.

3. **Quality of Objects**: The renderings exhibit high-quality graphics with a smooth texture that gives the impression of a polished, well-crafted vehicle. The reflections and highlights suggest attention to detail in the modeling.

4. **Type of Car**: This appears to be a luxury sports car designed for performance and aesthetics, likely positioned in the high-end segment with a focus on speed and style.

Overall, the car conveys a sense of power and elegance, typical of sports models.",145.5625,1.0,3.2145454545454544,1.5972696245733788,2.069410816539418,Coupe
3d7cfb85137cab234cae12140c3f828f9698c2f0540f53d795db32b62a116043,['car'],[0.94],a white Bugatti Veyron and Lamborghini Huracan sports cars.,5.989215850830078,"[""Low-sitting, aerodynamic supercar with sharp lines and vents, primarily white with black accents. Features slim headlights, small grille, scissor doors, three side vents, wide taillights, twin exhausts, black diffuser, fixed spoiler, black multi-spoke wheels, and sporty interior."", ""Low-sitting, aerodynamic supercar, white with black accents, sporty interior, and sharp features."", ""White and black, aerodynamic supercar with stylish interior and sharp features."", ""Sharp, aerodynamic supercar, white with black accents and sporty interior."", ""Aerodynamic supercar with sharp features, white and black."", ""Stylish, aerodynamic supercar in white and black."", ""Sharp, white and black supercar."", ""Aerodynamic black and white supercar."", ""Black and white supercar."", ""Aerodynamic supercar."", ""Supercar.""]",4.328102111816406,https://sketchfab.com/3d-models/d94fb13604af437980a080951612310b,sketchfab,Creative Commons - Attribution,glb,{},d94fb13604af437980a080951612310b.glb,"The 3D car renderings depict a high-performance sports car characterized by sleek and aerodynamic design. Here are the key features:

1. **Color**: The car is primarily white, giving it a modern and sophisticated look. It has black accents on the wheels and side panels, which enhance its sporty appeal.

2. **Design**:
   - **Front View**: The front showcases an aggressive stance with sharp lines and a prominent grille. The headlights are sleek and feature a modern design.
   - **Side View**: The side profile highlights the car's elongated body and aerodynamic curves, with vent-like elements and a low-slung appearance. The large rear tires suggest a focus on performance.
   - **Rear View**: The back of the car features distinctive LED taillights in a horizontal arrangement, which adds to its modern aesthetic. Dual exhaust pipes indicate a powerful engine.

3. **Quality**: The rendering appears high-quality with smooth surfaces and realistic lighting. The details, such as the vents and wheel designs, are well-defined, reflecting attention to detail.

4. **Type**: This car can be identified as a supercar or hypercar, designed for speed and performance on the track as well as the road.

Overall, the car exudes luxury and speed, making it a standout in the realm of high-performance vehicles.",130.25,1.0,3.596707818930041,1.9233716475095783,2.3988146683806746,Sports Car
5b2343bd0fe188d13bf5c4eadce1854d00e32977a779071e1b32db01bbd530bd,"['truck', 'car']","[0.54, 0.94]",White McLaren P1 GT3,6.7176008224487305,"[""A high-performance sports car with a low, aggressive stance, white body with black accents, slim angular headlights, black splitters, scissor doors, a central air intake, large rear wing, integrated tail lights, intricate rims, and numerous aerodynamic features."", ""White sports car, black accents, angular headlights, scissor doors, large rear wing."", ""White sports car with angular headlights and large rear wing."", ""High-performance sports car, white with black features."", ""White car with large wing and scissor doors."", ""White sports car with aerodynamic features."", ""Sports car with large rear wing."", ""White car with scissor doors."", ""White car, black accents."", ""White sports car."", ""Sports car.""]",4.265939712524414,https://sketchfab.com/3d-models/350c13c0d6324acb8fdc354ef527c6ae,sketchfab,Creative Commons - Attribution,glb,{},350c13c0d6324acb8fdc354ef527c6ae.glb,"The 3D car rendered in the images appears to be a high-performance sports car with a sleek, aerodynamic design. Here are some characteristics based on the renderings:

### General Characteristics:
- **Type:** Sports car (likely a hypercar)
- **Design:** The car has a modern and aggressive design, featuring sharp angles and contours that enhance its aerodynamic profile.

### Color:
- **Main Color:** Predominantly white with black accents.
- **Details:** The contrasting black sections highlight features like the side skirts and rear wing, adding to its sporty aesthetic.

### Quality of the Objects:
- **Detailing:** The renderings display high-quality textures with shiny, reflective surfaces, suggesting a polished finish.
- **Materials:** The use of glossy and matte finishes implies a combination of advanced materials often found in high-end sports cars, such as carbon fiber and aluminum.

### Features:
- **Wings and Spoilers:** The car showcases a prominent rear wing, indicating a design focused on downforce and stability at high speeds.
- **Wheel Design:** The wheels appear to be multi-spoke, enhancing the sporty look while likely contributing to performance.
- **Glass Elements:** The windshield and windows are sleek, contributing to the overall streamlined design.

These characteristics together suggest that this car is engineered for performance, likely boasting powerful engine capabilities and cutting-edge automotive technology.",122.8125,1.0,3.9557522123893807,1.8203125,2.4314334160458726,Sports Car
7d0b0c9cd3bc31e4bed53da6ac8dbbbd1623d70edc8e9be3e83b5b395d13a59e,['car'],[0.97],,6.045775890350342,"[""A white BMW i8 sports car coupe with a sleek, aerodynamic design, featuring smooth and indented hood, integrated headlights, kidney grille, streamlined two-door body with white mirrors and wheels, elongated tail lights, BMW logo, and airflow rear bumper."", ""White BMW i8 coupe with sleek design, integrated headlights, kidney grille, and airflow bumper."", ""White BMW i8 with aerodynamic design, elongated tail lights, and grille."", ""Sleek white BMW i8 coupe with streamlined body and airflow bumper."", ""BMW i8 sports car in white with integrated headlights and grille."", ""Aerodynamic white BMW i8 with elongated tail lights."", ""White BMW i8 with sleek design and grille."", ""White BMW i8 with indented hood."", ""Sleek white BMW i8."", ""BMW i8 in white."", ""White BMW i8.""]",4.121788024902344,https://sketchfab.com/3d-models/3046752450c249e2816c4a4835990fa7,sketchfab,Creative Commons - Attribution,glb,{},3046752450c249e2816c4a4835990fa7.glb,"The images depict a 3D rendering of a sleek, modern sports car. Here are its characteristics:

- **Color**: The car is primarily shown in white, giving it a clean and elegant look.
- **Type**: The car appears to be a sports coupe, likely designed for performance with a streamlined shape.
- **Design Features**:
  - The front features prominent headlights and a distinctive kidney grille, suggesting a sporty and aggressive front end.
  - The rear view shows sculpted tail lights that complement the car's sporty character.
  - The side profile highlights a low stance and aerodynamic lines, contributing to a dynamic appearance.
- **Wheels**: The car has large, stylish alloy wheels that enhance its sporty aesthetics.
- **Quality**: The rendering quality appears high, with smooth surfaces and detailed modeling, suggesting a well-designed 3D object.

Overall, the car exemplifies modern design principles, combining aesthetics with a high-performance profile.",136.4375,1.0,3.41796875,1.6109090909090908,2.2882499396800995,Sports Car
522a78bfdc6af772f99982d62e4263a2d46fe7fd8a23291cbd82c7232e839c3c,"['car', 'truck']","[0.94, 0.64]",,5.905377388000488,"[""Futuristic gray sports car with purple accents, sharp angular contours, and \u201cSDC PERFORMANCE\u201d on windshield. Features include tinted windows, sleek headlights, large black alloy wheels, dual exhausts, aerodynamic design, side skirts, and subtle rear wing."", ""Futuristic gray sports car with purple accents, tinted windows, sleek headlights, large black alloy wheels, and aerodynamic design."", ""Gray sports car with purple accents, large alloy wheels, dual exhausts, tinted windows, and an aerodynamic design."", ""Futuristic gray car with purple accents, sleek headlights, black wheels, dual exhausts, and a subtle rear wing."", ""Sharp angled gray sports car with purple accents, tinted windows, dual exhausts, and black alloy wheels."", ""Futuristic car with purple accents, tinted windows, aerodynamic design, and \""SDC PERFORMANCE\"" on windshield."", ""Gray sports car with purple accents, black alloy wheels, aerodynamic design, and dual exhausts."", ""Sports car with purple accents, alloy wheels, dual exhausts, and aerodynamic design."", ""Gray sports car with purple accents, sleek design, and dual exhausts."", ""Futuristic sports car with purple accents and aerodynamic design."", ""Gray sports car, purple accents.""]",4.400388717651367,https://github.com/ni3ra5/web3d/blob/af6d8b712a8be8d4e91e17bfb07069700cbbb432/2/Sketchfab_Scene.gltf,github,,gltf,{},522a78bfdc6af772f99982d62e4263a2d46fe7fd8a23291cbd82c7232e839c3c.gltf,"The car depicted in the renderings has a sleek, aerodynamic design that suggests high performance, typical of a sports or supercar. Here are some characteristics based on the images:

1. **Overall Design**: The car has a low profile with sharp angles and a bold silhouette, emphasizing speed and agility. The body appears to be elongated, contributing to its streamlined appearance.

2. **Color Scheme**: It features a primary matte black finish, giving it a sophisticated and aggressive look. Accents of purple throughout the body enhance its sporty appearance, particularly around the edges and the wheel wells.

3. **Material Quality**: The car seems to utilize a mix of materials, with a prominent carbon fiber texture visible. This suggests a focus on lightweight construction for improved performance.

4. **Front View**: The front showcases a distinctive grill and sleek headlights, which add to its menacing look. There is what appears to be a prominent brand logo or text on the windshield, indicating customization.

5. **Side Profile**: The side views reveal large, stylish wheels, possibly with low-profile tires, enhancing the car’s sporty stance. The shape of the side mirrors and the curves along the door panels further emphasize aerodynamic efficiency.

6. **Rear View**: The back of the car features aggressive tail lights and dual exhaust outlets, hinting at powerful performance capabilities. The rear also sports a diffuser for improved ground effects at high speeds.

7. **Stability Features**: The overall design includes elements",119.75,1.0,3.878260869565217,2.107883817427386,2.4592695153277853,Sports Car
3df91ec5470c5aad9fbad7a61dd4f7970842b44b3b558225f29350c390d295a1,['car'],[0.89],"Exploded view of a vintage car with separate components: black body, chrome detailing, brown seats, vintage steering wheel, car jack, and small mechanical parts.",0.0,,4.356972217559815,https://github.com/otanodesignco/3d-hdr-car/blob/91afd8ff7bbd47e2ec4a927a64657df92eb4522e/static/models/Car/car.glb,github,GNU General Public License v3.0,glb,{},3df91ec5470c5aad9fbad7a61dd4f7970842b44b3b558225f29350c390d295a1.glb,"The car in the renderings appears to be a classic muscle car, characterized by a sleek and elongated shape typical of its era. Here are some details:

- **Color**: The car is predominantly black, giving it a classic and bold appearance. 
- **Body Type**: It seems to be a coupe, featuring a two-door configuration with a sporty silhouette.
- **Features**:
  - The rear showcases distinct taillights, contributing to its retro styling.
  - The side view highlights a smooth, aerodynamic profile with a sloping roofline.
  - There are prominent wheel wells, and the wheels are detailed with a classic design, often found in muscle cars.
  - The front features a chrome grille with round headlights, enhancing its aggressive look.

- **Quality of Objects**: The renderings show a high level of detail in the car's design, with smooth textures and clear lines, indicative of quality 3D modeling.

Overall, the car exemplifies a classic American muscle car aesthetic, combining style and performance.",149.0,1.0,3.2669039145907472,1.4782608695652173,2.008825553269573,Coupe
19bd48a1e59ada5ddff35773dfd9af4cf066e7d69e6cc8f522f67f4b256fae20,"['truck', 'car']","[0.43, 0.94]",Blue and gold Lamborghini Huracan GT,6.33235502243042,"[""Aerodynamic, low-profile sports car with light blue body, black wheels, and yellow accents; features include a black/yellow front bumper, air vents on the hood, STO branding, prominent rear spoiler, side air intakes, and sleek angular headlights."", ""Light blue sports car with black wheels, yellow accents, STO branding, air vents, rear spoiler, and angular headlights."", ""Blue sports car with black/yellow details, STO branding, vents, spoiler, and sleek headlights."", ""Blue sports car with yellow accents, vents, rear spoiler and headlights."", ""Light blue sports car with black wheels, rear spoiler, and headlights."", ""Blue car with yellow accents, spoiler and angular headlights."", ""Sports car with STO branding, spoiler, and headlights."", ""Light blue sports car with yellow accents."", ""Blue car with spoiler and headlights."", ""Blue sports car with accents."", ""Blue sports car.""]",4.073756217956543,https://sketchfab.com/3d-models/e08fe009ff7540efa59afa9be2035ba1,sketchfab,Creative Commons - Attribution,glb,{},e08fe009ff7540efa59afa9be2035ba1.glb,"The car depicted in the images appears to be a high-performance sports car, likely inspired by luxury automotive design. Here are its key characteristics:

### Characteristics:
- **Type**: Sports car, possibly resembling a model from a well-known manufacturer.
- **Color**: A striking combination of bright blue and orange accents, which enhances its sporty appearance. The blue is dominant, with orange highlights around the body and details.
- **Design Features**:
  - **Rear Spoiler**: Prominent rear and side spoilers, suggesting aerodynamic efficiency and aggressive styling.
  - **Wheel Design**: Black wheels that contrast with the vibrant body color, giving it a tough and dynamic look.
- **Emblems and Branding**: The ""STO"" marking on the sides indicates a specific model variant, possibly related to a track-focused version.

### Quality:
- **Render Quality**: The renderings showcase a high level of detail, with reflections and textures that appear realistic. The quality suggests professional-level 3D modeling, suitable for presentations or marketing materials.

### Overall Impression:
The overall appearance conveys speed, power, and exclusivity, typical of high-end performance vehicles. The combination of vibrant colors and aggressive design elements makes it stand out visually.",134.6875,1.0,3.5725806451612905,1.7372262773722629,2.283096621113439,Sports Car
6c02c491db0c43233b21ba7967104e42f0d8415a6850c9a4a26875d7628485b3,['boat'],[0.83],"a blue Lamborghini sports car, featuring Aventador, Huracan Spyder, and Veneno Roadster variants.",6.769774913787842,"[""A high-performance blue convertible sports car with sharp lines, black accents, low ground clearance, wide tires, angular headlights, side air intakes, red brake calipers, and a black rear wing."", ""Blue sports convertible with sharp lines, black accents, and broad tires."", ""Performance blue convertible with prominent lines and black highlights."", ""High-performance blue car with black details and wide tires."", ""Sharp-lined blue convertible with wide tires."", ""Fast blue convertible with black details."", ""Blue sports car with wide tires."", ""Blue convertible with black accents."", ""Sharp blue sports car."", ""Blue convertible car."", ""Blue car.""]",4.080779552459717,https://sketchfab.com/3d-models/4a02a000413e4bd1a65cb886acd90f7e,sketchfab,Creative Commons - Attribution,glb,{},4a02a000413e4bd1a65cb886acd90f7e.glb,"The car in the images is a sleek, modern sports car characterized by its distinctive design and vibrant color. 

### Characteristics:
- **Type**: Convertible sports car with a focus on aerodynamics and performance.
- **Color**: A striking blue shade that highlights its sporty nature.
- **Wheels**: Features black alloy wheels with red brake calipers, adding a dynamic contrast to the overall look.
- **Body Design**: The car has a low-profile body with sharp lines and curves, suggesting speed and agility.
- **Rear View**: The rear showcases a prominent spoiler, indicating a focus on high performance.
- **Interior**: The car has seating for two, with a minimalist interior that emphasizes driving experience.

### Quality:
- **Rendering Quality**: The images appear to be of high-quality 3D renderings with smooth textures and well-defined shapes, showcasing the car's sleek design and detailing.

Overall, the car embodies the essence of luxury and high performance often associated with modern supercars.",114.25,1.0,4.046082949308755,1.960698689956332,2.476534373199885,Convertible
