uid,vote
5e1f429dad394992b5b3bf4f74dc9795,1
7fed4bf5dedb4cc9bdef5f487a455abe,4
bc246f6096924593ae376e5fda67eab6,1
881bac1d51694a7ea572292aab28924f,1
52f13d6fd3b84e7e88f127cd15f537e2,1
00a8a4b0e01c4bee80ad3f02d32373ca,1
3c012472fc944d5a83699ff7987c6538,1
dd76a20677e94ac2b2d884d63aafb057,1
185f64b3e89d4f5888cefc358e4fad69,1
ec63aecf7128471ea8b1247bb0a47555,2
9020b269061f4895b48d0f33da6d1c06,2
e33c7b81f3de4fb986cf624d9472bc2b,1
cd1c1ee74bf345078484edb21d8aab89,4
021d48b36ec74311b172f3a7b1b9ff57,1
e4d7fe0f939746b89ef9450952b135f7,1
835438ca9d3b47f798674a0c2fead561,1
7f0b6a69c76141418f1a0b695eee22ee,2
62da7f6d150847fba460cddc14f930b6,2
f366c7d5f6fb46afb8c91bcc50fac8cc,1
c77d95e3c0404ca6b4bac78c36a4733d,3
b52a72137cb14ee5917443b369817670,2
02588a6cdefd4470ac459d106a98d572,1
4e5bac4def5847b5b11d5979170e2dd1,1
33b2feadf1a94ceb97d90779dae35d1b,1
d7718c1b1c5e442984a9a266ead9822a,1
b0297d92cfa24bf7b4d856a79bddb409,1
21ef0cd01df9462392f927b5aaf86197,2
65dac7f272874cada217e1a0f8fea181,3
80bf1ce58f8f4e6abfd95ae3f2c92a5c,1
7f131928727b43faba860a0d89391f8c,1
113469cb9f184bfd9b8d43f8c9fed4e1,3
b2fab3311cd34fa2b0bd5173f1f93a8d,1
a4b8902ac1014c5f8bd18fff20fac72a,1
ece205fa183d4c72ab737f9a51152933,2
1875257eaec5483ba16166509812079a,2
cea87f7a196249089c79d85006229878,3
b1b1b43e8c3f4588879c5b692dd5c52b,1
200216bebbbd4246bd0f66257132fb8a,1
1f718fa2c397421a8bd6401b778b994d,1
baf46f1414284578989e03e4c8aaf283,1
5730bd878f6a4b0b8cc6d8c10307bc5b,2
a6188ca285b24e2cb87f2847e6c40968,1
c30e6551a671409380890066c3c300b5,1
3e78369d41844a318f1c8184034cd025,1
dcf5aa175d7d4c82b3244b7c0296a81b,2
e6763662a9524c52a454d44ee857b276,1
cbf3bd524a6d41ca8360b18950d760d2,1
8701da2bdcb44fe38a1f62c85bce0c95,1
facf4359c8f44f258ba1b861cb672313,2
223e4c6242f5488d941a3faa91c38fe3,1
6293392edbc34a6087146492fbd90982,2
33c4d1f4d53844ba8ae6a59ddb44c2f0,2
488cea7451b443a9b61a017d85096613,2
d253f424d1da4f3eb008dc80c3d430c8,3
6a3bf31d30544a53ad3306b56679fdf6,4
e0953a2cfb7349dab78fa363fe6545e8,4
d26928ef342e47c5b591b3349150854e,1
06b1ff47e118429a9e67e7ff358411e8,1
b282c591b77c4fc9a182e8f6737e4ae0,3
98d85b403ba0426f84636b575319e4f7,3
a9abadaa791544749a2b79eb5514d727,4
e630a0ce31e34b39931d397d8c9c65a6,2
f0d7a34d72e24ea6b8a0e3bff5312df3,3
a27fc50a2f4d4b078e4d77598becfdfd,1
9b6a97ead28041a48496dd1a57b2ea39,1
d244c2298cc74fdb9a5bef4ebb661b5c,3
57d48ed177884cca9a4115f72f18886f,2
17130ee44f534b65b50661ea3337c7e1,1
a21b0397dc3e4a60883bd03527070264,2
9141aab9c7ef4e38b41bde86aac6078e,3
6cddcce80dce44d293b701948d094044,1
1699128117be40d9a0b2b7437510ecc0,1
d3c18f2aac904db38e598edfe8361f8d,1
6cab0de9e7474aba97e7043297e12de2,1
9444652083e54dcfb93322d69a71cba6,1
2e1bc463a9fc45be81af418d44f84c57,1
6aaf21af5f754afc889492125bb95b81,1
524f49e5b1e3423385f8fe3193779707,2
ea4fd4d10cb3406fa7d1c688e1328135,2
2436ed5bf48d4178a6f0c23125bf710b,3
a26a17d7213f4163b731efe224dc8ead,3
79fef7f8b1174bf69305e8c28431d26d,2
148c7b6bf06e44c9ae2bb923ff8b4846,3
1eee5b31a3dd46ef9b91a95b9261e7f8,2
8b1db1daad3f4c1fafd41f9a36511855,2
25c6874d173a4f6ca63e150bbd505686,3
333dc3c7a214493aabe868a501ef7014,1
8d23e1aabcf740f295c9cfcb3140c5f2,3
bacd40088b204f878a8ccff947b1eecc,4
75043cd13510428cb9f518765f41ec76,2
f81da34570b145deb463fa091604d251,3
52afd8164dc54576ac1be75df849553c,3
ae36db028a8f4b74b7110373a18c774b,1
257649a6dd3c41a69c94e174460d9c7f,2
c839fbd24faa4477b9fb7b3fc6f68fa4,1
e898048c1ada48d0a56b7c5de359fae0,1
f0f4d66d82c84a8cbb9e8ff893bebc02,2
72d3eb4b03f74416a24e377d89088f11,1
11cc46c074d147a68696558fb88f1be7,2
4778844c0e02477196941bd962da81fe,1
2f6cdbecf13e4ae48bab36bcb79abdcb,1
77c6c61bfb90493d9a2e70af5428e3f2,2
c68508c056a34a34997992deb4355166,2
e006ad419e2c403e9ef5839be009e953,4
1c515f5fd92047ea8eb560f3ef63563c,1
2f733b0070bc43b3b6654f26e0f1fab9,1
f159842c7a56408d9cc92a6c807568e5,1
acef329c6e42411380dd9a6c7f2ac5dd,1
ffe4afead6c64c9e9eb8f90d53a815f7,1
7748e115fca849a6ac4275cbde32dc39,3
4d9d28e987cd4eb3a929b739b486fc75,3
4424b50eaf464a25bc363bce93a2d376,2
383483429d0e43378b7e049804b08fc4,2
78906f181f6249e697996bd0e1eb6b9a,2
55738ddd2e33419eafa01351f6e0ef10,3
4223fcc87baa4ac58be2910a5367d7d0,3
9424c015eab74a59841f78018024e016,1
dacf46fde9f44a2cb415f451eb663073,2
b1902df910524c13995865a9858fa99e,1
c9e297b856594cbf936c63321253b6b5,2
1aaa1347b4d54ced8305cf5162967e4d,1
02232792f79a4565838ce2fd2b7e4e95,3
bb44613f8dfb4f1cae32f4f356f1f359,3
fceb69b9c91c465cb56f354c1c17ede0,4
af4de94c0a53407fb362c27a3ac91ecf,3
ddb161988f644aa98dcad8e583aad64b,1
6d8cdec45356409ba9dbb1093137b840,1
980215ffbd144922838abb226b30c91a,1
0ebb8e3b0d214b1cbb0a18c1e221aaa1,1
92a14b5d06da441092bc641b8e52de00,2
0e8a09eb1349458a8bdeffff4fea1f05,1
849c88c65911496d92363dc2980f6f4e,2
4d43af72c7834f368956961962e412ba,1
21a1f2fa02dd47e58ee75f673967f999,1
347b86842a044d4d83aefd5e6e26f835,1
4c323ce254604f24b80354cf3a466756,1
a3326636a8f44f148e75ce00c2948cc6,2
648699699f964f558a67d86d8ddb48a6,1
896a2b1015834c6fac28c30e0fb263b8,1
702535fe8cfc4a198c21fbf4074859a1,1
80f8ef8b0669428d954d0c5597e1e087,1
c7578ec0f82043e6b392fcdf9b00c743,3
a30e098257254fcfa1323f2841e26d13,4
3094372abe704d66aa5ce830e61730ab,2
d01fb4dea5a74130a1b670412bd604eb,2
412d72554679474dafe262da8b9abec8,3
8b9c7ebe24cd45c69a4eb95b837f88f8,3
350c13c0d6324acb8fdc354ef527c6ae,2
62f4a3257003457a8789d60b0475556f,1
fd8d342bb5ad45a999c5908fa0311b58,2
1765206d0d4a4082bcc187732f308962,1
2d70b22dd8464175973c45b832c3bed5,1
d99bb7b0fc0e4e3c9553246679dd067f,1
f15205a444fb42f7a2ebf6765a36026a,2
9b2c857e21ff4e9f8ca9d88c663b6514,1
473f89c3871c433f8575020b4088844e,1
35deff5251eb432485c5a252d96040ea,1
b6a04764e3ea42cc9021327fdccd45ab,1
47545f726a6343e4991f69014954915e,2
5c02e1f7520e4c2fbb6db7f3d505cdea,3
be08ecfc771647778aeec8f57b92745c,2
16101e1507294ab5806e5a35a40abf29,1
fe53d35fc8634a709817e24b5e7d749d,1
f1e9c43c61bb492a9b15d84f9a16c0f7,3
1a950b81ee274a0eb8014bd84ba047f5,1
849342eebf9b494da971f3ba9b864739,1
160ab185da3341cda1efbd3d55966b76,2
cc0b22e17a2a4df8b2357103dbbc8e24,1
eea5ee02333c4e95b8b7ec03295d1456,1
c9b36bc80e484ab68452b790cc92b91b,2
9231bdcbea0647d7a7c704bd52aa3039,2
a2dda98749164001b512bd86df693f08,1
6f21fe21c5da41b2948bb2d26c14ea4c,1
fe96bb6a675141e2a94482f00f6cf96c,1
ca537063e38f49a78839a889407ee555,1
88058f0a2053458fb6b85deb794e0f54,2
dbde4520ae074db2985de722c494c3de,1
7b881e23d8e6458f89eafe9ce6ca3a27,1
38130af9d8c34dfc9caa1a008bffb03a,1
d59074fb3c314bea8fdc7e92107a0b36,1
7537e5b01b764885862dd404e4cd6e22,1
ec3ab24f19fe454cbb366caaa25ae6a1,1
a93438044faa4f898cf685cc879abdb1,1
1d641de88a28449b832eb3d895f73b70,1
3b26267428cb4e2786da97c57201cf59,1
06392fcd0ddf4b0998bacd4782c81ea5,3
73bf3ad6f0664f6e9788540c6f85cd45,2
9fb20dd907f747bf8cd1ddf961d8a3b9,1
01e62275453a4ce687d88f1ffb80f71f,1
2dbac703a0db43599637009ea96a5134,1
8f52a24492db4aa5b823b9d6f5ddc34f,1
ab836297628445a99e5fd759cc5bc93b,1
2ff7483e69a34d92a98f86a6616f4e2a,1
e4f57e3ac9ea4c7ca08120217bd0a0e4,1
14e9234c387e4155803b1296e2e03f92,2
ea6e507253f14d438528836856358b7a,2
ecd75fdb5a1c4296b61dbdfa231c8015,2
0348876d4ef74d59833ed2a9dcf1d5e2,1
30112580916041038672d548c055ff80,1
02f7d3c228424001891ccb6dc8a0b5d3,1
7bcf8626eaca40e592ffd0aed08aa30b,1
0d49607870c64c1186623939d34e7e07,1
cae3e33288e54a9e8736daad6da082b3,1
841cc3f6f2ed474087889c7c7b81bda7,2
3043b5e2610e4ef69874a9693f0af733,1
0131d08f77284aea9c62ad6de74edc0b,2
8c5b991b4c0a4bfcb13e0eea894343b1,3
263494ed4e1d4e5a8eff71a4f1486093,4
bd2c52a36c2f4251a140ac69164b8cbc,2
a636408d875b4cb1af2abf31a226e611,1
0ee2f3c1d74e42f48b85e8de0f0fb537,1
3e20cb9e1e664f35b7f0dd26f305086b,1
7558ed69102a4d59be0ab1db25fc5dd3,2
c33036417be149e4ba0049d66af241ee,1
751581cb3d854a65b4669f9c010b9bd6,3
40ec1b501433481e914323239e043cf1,3
b5d7dd0a352940e990a32f95867b0d82,4
149ac2bc360c42c59d13e4f86c114294,1
90e26653d19040aaaaaa375aaae2eb2a,1
fbac7defbfda4f2c9ca02501d3ba64cf,2
fb2fddafbbcf400dbfb142c158162cba,1
9b0527aa29564c59876fbf9f712001b1,1
a46864c021094efda3d16440bbce31dd,2
2440805ff8ad495cbbdc31a29b43f77c,3
6ab863cbaff44b33ba5d9f564e06ec3f,1
467f2e28ff334919879841216766903b,2
cb8c89e9df9d4ee7abeb1612aed1eed1,1
6a5469a1b776431cb1e1e17a72a2c4f5,3
979875e117814e46ace66d1fc8697b5d,3
56b0e573063f4d3a83b49000eb7c03f6,2
4b468dbe4b6d4ca994bc7066b90781e2,2
92580d6824c946ee8874f757a6766f33,2
ecf4cffedf6b4e8b82efafc7471b9228,3
91f04c733f46461ebfa20b3cd042eba6,1
cb481591054341289261fb2697e71880,1
aaedcd7c994d4c2c81f1a1d1b22ae00d,1
2a103be50fac43e394e2ae87771eb398,3
2b23201839fb43049454f431752073bb,2
f504f8723c5a468ebf0f594295dd75af,3
816be45d2d8b4717b784fd37bc87a619,1
c6a5e492b6794eb38b59e45ed3c7d860,1
f3b70845e5cf4c57a23c520e99dbf351,2
933d78a8cd83464a9adca4b024c97646,1
e135fcdead794d84ac8300f68e713e8f,2
1ecc16b36de747f3afed18071ec96a8f,4
30ad63b14cb746a4a69ecf285f75f5c2,2
2d6b0584741b414692b71601b09cccb9,1
18d603a1f4b149d1b232563eba466a8a,4
70ff658259bf4e4eaf0023a01497afdb,2
6ff9523115254d1f8b956759f22cb5d7,1
25e2b9207f2a481ba657b0c33db218cc,2
42ea1554c060439a9ac44acc5eaf3e62,2
73a36cae82004672a024f83d409cf334,1
6f975796e1a1490d8dd43be0017b179a,1
82c12c8ec6d04990984203bfcb81f225,1
98b27f2c284146b7b64698f094c0f7d5,2
981fe9d640d94fefbbb1bbbc280435bd,1
d42465d268d74b5e9e24484fde82eabb,2
556212b98ee544e68d0dfd6044461da1,1
dddbe168d65c43df8a401caaedbacc90,1
8eff94ba87c944b0a653d2cb8c1c79ac,1
e57acfc3b99d422fa33303889b94bb87,1
ce90ecea48f540959a5b580585f22d2e,2
e280b7d0d2384cbb8b9f900f38ecb7cd,1
b9046fc1da4b4793984188fb2a1fc419,1
f2a917a924734a89a020e7f970e55e7c,3
bbdbdbd140314d17a4177fd0dcad157c,3
a5737bf3cc9b4179a6e5ebe173ff70d9,4
6dd512527a0345b09bc01911b9928062,2
841801d7a27a4e8fb266d2912b325563,1
d72548ce431c45809418af01ee93c096,4
eb6f422bbd834c8ba43bf27f33262184,1
bf56a2b64dab4e7dbfa418c7ad0d6c60,1
f74814efc1ae4434a8cd6af24f45c419,1
c69ac6665dd84362b2a1b328d687d88d,5
421f81d9ecd340708a87374b502765cd,4
661dcab94455463784651a3ebc63cfb9,1
8fb008e0370c46ad9663f7ce1694c961,1
c023e4e5225a4fb99c0927c2d353f7f1,1
94faafff28ce4bb3b3ab338da0b24eec,2
8c518c387a4343d58f020eefc1cc7611,1
b8766df1b7fd49189344548cf2233e6f,2
0b2c93e084ef4f60bd948ad96ff1cc56,1
b094c72f306f43c095454a56911dfacf,1
c07ae5e9ed614152a72acbed1026ffb9,1
5b737fd21a5f432080ee32b12cf26a37,2
de3a489f017a4f63a611e82a3e52f407,1
aed44940c9054eee872cee4d90758109,1
66d536cb4799441bab6270d569d32c42,5
8258b891284346b78b626750f33a0fe1,1
9525fffc7c64488ea18541be7958e5c3,2
ed491599e18e4324b0db055065fb6574,1
be0eef815fe5423f8b2ebd2906701e07,3
09a6831fc97d4f2e8872ec57e44ed5f8,1
18b9e6357b194134ad60125f08e5ce65,1
2684c1f6d0ec4c4e87cb61730b551010,4
76547ef6e6aa4a9f9d4ec5cdd33df25e,2
6172fd611a174b309ee614f7a2f20e9f,1
936126a0a47643b9afc6996acd0267f7,1
a5824a3e7973497ab38ad0609c2c27fe,3
8445de5d9ec74b2e995548fc40ab6c81,1
802f17f256544bf99af4c3fdfd9dac55,1
f6ca67751a2145ca986931f108995075,3
0db3bfdc1fd0401c905a926fd523915a,3
f5c54eb5d05e42fdbcd4609f857cdc1c,2
8b6dcfed8daf4439ab44bd75aeef22de,1
25d63b5204b9438ca9cf0afde303ea53,1
71c2dd984c6f4aa8b9bc67e1cc66d68b,2
04b1bede9039489eb7a8695e33e9e35a,2
60f1d088186d4b0dab4319b440cc4556,2
3443f6d1b830403ca666e77988079de9,1
4b80ae338d444fe5865450dfb3b2420c,3
a9241e96f14840df8c1854a5b41f0069,1
ddc8694d9f2844e6a814a27df5643b57,3
6952a6c40800494db58ba6d927d27bc9,1
83276f21bd9c41e196c474350b43efb0,2
dafc48a87c744f65817509fef967c110,1
2ebc21de607540b9a1bca8a66baf58ea,1
a6840c4f4b4b45ca805d0f76e809f042,3
c55f1dc39dc645969ba7310a2646f1c0,1
147b2fb0809f46f8a80d74ec21791a97,2
8d26fd173d344063bca02232cfdea47a,1
8c1034f1ce3040d1bfb7b11829c4e2df,3
ee38782becd041009dbf8b3427ade29a,3
2496c57dce2e47d59fe6f5a2adf516c9,2
80ee4c3050eb498a92563b8bd674071c,1
aaa746305b8c415ea1a336d63c143f5f,2
d608ce7f68d244eabf68a93312bc113f,1
e32130cee0434374969cbdeaf850c2e5,1
6d91bda4e8b743558c8125d49d673afe,2
4411a6bd5706470889e3ee511dd0b039,1
c45d77b41a814ab98a361a6f3fa855fb,4
66a7ad1b7fa04e6c85a79ae67d94013c,3
1038fbd56eef423cbfd9370008d7dd8f,2
5af093893ec8448c8e891279a8874abc,2
56a0da65e85f4097a0acfeadfeb1a52f,1
9e914ecd5c35400b857b313a222426bc,1
ef70a84163ea4bfb9b7fae8e8246ea47,2
238f73474e984021ad598f483f197c1f,2
8d02638a33de4bbbb0b3be6b6d4e503e,2
61b0deaaf35b4675ba894115a0266219,2
7a7c2d98e47d42fc90109df302e2ddfc,1
16eaf7d9336b4a23a6255414a81adab7,2
5acd78901600494e879fc2008a2cd021,1
92401228d36643d4920dfa5e5de15773,2
5764259e0df2420d85472b89d949d7b1,2
91cc094d0d80402480445d70f3a53580,2
d10ddce74fd84749a60cf8a972ac38e2,1
d01011e61bfd4281b2ea5dbff4f585f0,1
fa3d9915552a4824909492a5c2e4c86a,1
346371c1fcca419e818bf48468fdba37,1
e88b9a72d8ab40f7979cbc6a9eae0465,2
334053c217c749c2ab12f664050c9435,3
1968b428dddc4f8ab460f62cc99f8e5e,2
8db90888f9074c8ca660576c6b7f03bf,1
71e75b9a008b4efc92fec1704fc90a30,1
e35ed4bd37564e4898d4e1f003ea3443,1
fa792e0acc21404f8c43214fb2a59e75,2
987fb2a2434f4bef80fca2aad8f964fe,1
55e150edd4c24c9d964ea140ee6f6a2b,3
7dbeed5b1dee411eae1dc759f6c09a7c,1
13109783bf8044068654d50ac0d99a05,1
8ded9c1a90eb40f387e05b2b6cc6de62,2
27512e0025304eb1ba407c91ccb476c7,1
8290f8f9bf1e4a1ca3e72627878c9e01,1
54e56546e7ee47bca8dc769cc5b30541,1
79bc4a4e30664196863306f02076ed4c,2
d0157e20709e45089c282b2db9145a4f,3
9f6d72adcc1a40c0aed1cc9496d8e40b,1
bd5e4f12dd9e4bd29224451e61ba5fa1,1
346a601ab7604487b56bbec8530af20f,4
300ab800961a410d86ad79689a57bdde,1
b542728fa5f04a329f21fbbd34ec76db,3
19e119c9776b46359b3bc8474c8ff6df,1
c71e28d2be5a442b9878aab71615b18c,2
aa945317daed429bbb6252beda2a59b1,1
ad6002c864af4a5697a80c2ff25c3fd8,1
7f2f3976ca594523bcf828615db4f7cc,1
a2bb0af72e3041c4bad2eddf26fabc39,4
76ddcf3e736c40f8b1932fd26252f57c,2
f11aeb6caa62470a942a89838da4df42,4
21c8078a2ced446da7d44cad58a5a148,1
cecfd84fa1d54090bb0710eea117f8a0,2
1cd01366c4534767acb446f4b68823a4,1
42e766069e0c40cfa2b76aaf8629f167,2
5b4ce220e6ef482bb9c60e036397067a,1
a46ee25ea17042b0a54e157eb4ad5352,2
5d57f6dcabe7473f91b160595a3eb0cc,2
d80193aa489e4ff5a994024baa2796e1,1
dbf7e90bca3e4ab5a935791c98794f73,1
69e518e6125c40b08cb1942e9d4e9a61,2
49c2a07da71846bf88da0e4d13ff5e20,3
c1ac2337672e4616bcb006876c6de599,1
bb9a4a6f8c4a49b291c98a3b0762434b,3
29542345c37d45e9a6cfb372eca337d2,1
ab59d1ba9aa44579a565ea4c8d718de3,1
d4c035d5857f4b49baf2ee27f7051a16,2
1ee18e34b5c046eab78b6a258489fe5a,2
5406134fb26644dba1030f33987223d3,1
6a1aed1ffa8741e292d5b9043fdaaf9c,3
2ae214a69f2e4219a96000e12f86df14,3
dae0573594c84fb29e655d05073c6931,2
a4aa256f4fc543f7b07e09b4f0054022,1
d7cf901a9bb44850b28e332814ca8a98,1
81b21ffb76854051923c5c6425c79d2d,2
3b7d1cb975124a2a9128c9772a9ffbd4,2
3228bd4eea1c4c1c99aacd8dcee9cd7f,3
ccbcca0cec324449b9e639e0e94f1dda,1
abaf084bf53747f0a863cd38c2071f38,2
54f175a7935e4bcf91b55b02cf4b9f1c,1
5773656a849f4af2a965bfe2c9bc2539,1
6d4ca2cabcee4c6f9980a5b019b01448,2
a810ce75dbc64a3586c762edf4d87dc3,2
47064839d8244769baeb9d60e22ecf7b,2
9363e93183274ea1bad403ea6fe3ee79,2
84adcf124ee742a49f7b1fe2104e072d,1
82d7ba96cacb45fba0387191cba40ae2,2
6241d98d01a2492c9d0cfc6f466d054b,2
433a8f59d638440da28237451e0885f0,1
4b36740173d24f73aadda6cb10e7cacc,3
119c5e10733142b197aa53b86f6aeb04,3
786308c0c13643708e4bf26f30e91deb,1
89bcd3cae2014079a1a7f3a5501a3c38,1
c202e5abb17640b3a7d49dd1c6da8107,3
a24d4c0d6f4843e88cf462c94bcceb9f,3
e00e9ce715504c73ae83c968b8315c51,2
a68b49030ac74b3fbd7425407baed09b,1
16dd54f5ded848779665f5df3b8cdcaf,1
615aa16e2f1946f48bc3aca64e97b618,3
8fa0e43cba1d4f4eabb6167726b27b97,2
fe47eabddc764375a6f438499f766ba6,2
c38b8f78a70c4033bdfc06a092f758fb,1
13cc3ffc69964894a2bc94154aed687f,2
3eed90a907094213b1c653605d6cc039,1
aad2899ad4014bf8842388a58178746c,3
256fa14f9a72443f90e793bae7123a24,1
bdcd8defa8194c6bb6f13c9bf93233b0,2
ad12592850754489896ba42fb4f2fe06,2
fa85bfbca2214143a2ca8f8df1b8fb72,1
e7536de378e54a7787d4fc12a5114e59,1
5f4d7159b04f4d98b0a100f6584284de,1
515059f75290456b940a2e15171e6953,1
e070220547fc404a9ba070399798acd4,1
33aed51feb14402d838060745731350b,2
b77a3d1927564ea3a78d1229f1b21573,2
77a378b1d50d419f883cf59ee6c8af8b,1
ca14b96670bc403287b6f8259e6c0c0f,1
a361c0f7b7e041fc8f3437a5cbec681a,1
799dba7559e64b4c85764590c7197761,4
57c798d774004b38a1a08f62f9c76651,1
68c2759f754242469b386f20b5f527b9,1
d27fb56180124855b1eccbc1dd8d72c4,2
6bb06c62711348e3babf42caf6691cdc,1
7ce5334103864398a0cceccadacfeddc,3
fbd7267b7a4e4092a02f08155df445e3,1
bdd8a24ad40c4b1facd2d463d2a8dadf,1
75389b8a92be4c26a8f5ddd466180c98,1
f1f9ffc006ce4b9c8661ef9a36951f83,2
212ad4eafdb54e27bb97d26391334f56,1
bb1dc5ec54b84a29a31490f0289838bd,3
bf1fe23e1578417ab11db67dc89fbe32,3
c5d92b29741240ff8df68372411498cc,1
2c60afeb98c3492f8007ac509de7698b,3
08cabb70d66046cf9557b1e189494c5c,1
74886d8702bb4e88a42aa7376c849722,3
8707410890b04f3db0ac72ff25f51ea8,1
6e87cb4fa6aa4a85b6afd4623a0c2dfb,2
b11721c333d34d0b838c0c2cc5acf977,2
5f2047e8c5054c059298eda47c91a165,2
e087bd34f95840aa8afc006b48b147bc,2
20c4389adef34cb485f8c45e3caca33d,1
a2063ca1b80f4ef7b9c03aa5bb23ac34,1
ea6b4717042b4a149f061ac93bc985c8,2
3c3ad81bff5b42d897d3b7cb139f694b,1
fa42a042fa4d402e83b796653890273c,2
f6f344ba44464afcaecd6e73ac59f50b,1
aafc465236184515bceedd779205f2bf,1
7985fce0a5654ef482724f3703d2e2a6,1
1e80508ab1ac4c6b954de179fc813b69,2
4606659ff31142e3b8080f995514452f,2
d5d66d9befda42938c123ebb3cacf446,2
0a11d748fd8f4b3f9bc879aed8d6d208,3
8fd9102703084492953301a91a95faaa,1
ad77649fcf8f41068bc2e94b35ff7ef3,1
7eca6526ce6a44ec975012b741c0e3dc,1
71c1fd629559429aab7cf55a73560f0a,1
edb729a8d19a4ee588d2ff9d211aad33,4
80ab9e7cfc9d4d108b2dc29a5786dbac,1
57a197d9fd454874916a0e83d6d57bab,1
4fd736b342a64062a24b3c1541643a47,1
b9f70e18badd4b91b26833d21fc74d46,1
f17114c709b143a581fbedc3673fc7aa,4
65ef8ca782fd4f2fb60bf8b1f6cf591b,2
e549e3e232d8492ab93e7a8b9786dc8a,1
0341c567f13a467fabc352fdbbdd8c2e,1
6f2856d58679403c89927ecf45a31bae,1
f66020ee62d741ebb0adc1ba351300db,2
bbbefd8aa24a4c1bbef1c63b8579920a,1
d01b254483794de3819786d93e0e1ebf,2
30b4464429224242b0bfad7ed0618732,1
4e6d95bac0ca4a73a921d2fecff95780,2
9627c76bb1864af89c5ee2bd31514085,1
36e09677aa584c779ddad1bf07e705f9,1
a804129f7c324cb1b4e6fee5b5c16681,2
f1045bc3b4734c0bb624862630c2e08a,1
84ea23267eeb4589a11e31b91514cb61,1
6ad688c8f3c24d439d56cc24c62fdbea,1
1e7ff0f2f72f4c4b987632b9f65c99a5,1
b209d2a2584b4112ba951eac830d2f38,1
9706a8b7365945ecb40fb57693c9b23f,3
1d08dec923934ee28f460bd4a08e6041,1
d9f736f66ee24544bec4326ee9b135b9,3
3ca5e944a55c4745a08d983c544bdad7,2
69c61778493344cdbfe497ddaef3e0d5,1
24a6c74ad5cf4fe0b6c0dcb2bb86f1f6,1
9da820e7bc7a49918c96da3ef07313d7,2
c7c6e96d7cb04883bd6842d6c010ec03,1
03a6d639648540e3ad45ed38c9b19d1f,2
4668d90e8afe48b098caa43e46322745,2
e2b15244d80d405bbbc4fefbc00d36f6,4
79478e179b854714a7bbfb49d2e48ef5,1
4d94d2fc7dc14b00bcac42b7014fb12e,2
cae6692d5f194a329017377efc6803d7,1
af6ca49f8e244b78a1c26781d4e82a5d,3
af108d4773df4722a62420f65dd5b8fe,1
8d8f0ea23fe94976bdc5bfae36339153,1
53bcafc5c6714de1899cec61a12244bc,1
a837c982a5d343359709e740ea985e5a,2
088be55d7d01465394350e989dd0e03c,3
53ffd7a91c8e4bafb070611d7e37840a,1
34c78a0fe31846759974a851259eb4cd,2
be8ed536c98441509d43771f2e1fb4ee,1
ce3a1314da304991baa9c6e4d4b62aa5,2
1d255e84155b494cabb75d2d800b700f,2
ad80ccdabd504b92b789c7d548ce4914,1
ccd642b852b24ce4b8fea9298f7494d2,1
e51223063290467ba537b7d25198ecf0,2
aed2666c9a454f7ba4bb7c7faebe481d,1
469369a47da24a8fbadb7d6d27a6ff6c,2
f62489ba3b9e43fc84f8869775a43d8a,1
c49e47c862cf48d2868e4bf382518197,4
f406fc0ba81642bbb637ca7cf99d3614,2
5117ce81bfff457e82cd02f6f0c97ff0,1
046c873736b1473a8b63838383baae70,1
3f6118da005a457a9ce6d737e5d1e37d,2
dd1193da4ac942848d7621240e7a2a17,1
e6da54853e2a4141a9a82adf182e60bc,2
5adee7cee0734a5ea422d5a505bd6343,2
3b9c6eaf305342b48ebcb8295b2d2632,2
18261c3c9f614929b21ecd414157dee4,3
9ab55c0aeb8f4706abcb3f25fe172fab,2
04d83a586890444eb6ddc8fcd5e9dcb1,3
4310272e1561423788e7d569ae5a0fd8,2
9b3cd07a35c04c9a8ee016bfa4f995f2,1
deb693b9b5844738bf24168ad26dbbb0,3
fb0eee5402fb4bc68eeb08069b238f66,2
7bcceae8f461476883a5b182bfb15165,4
2cfecd1a2dc943f79b8279cbcf069da5,1
9c232a6715c74d2db954e1bbb90d5887,3
88926b6e762e44aeb8ed8e17804a32db,3
4258fa5bb1f74a2da7ed2090df0cb55b,1
a100d545462848549dfb707764e697a4,1
3fa89e6bf78b49aab111af4195efb6fe,2
9244524d0f8d46e8bd895fb7acc20a12,1
fc1a1cbf217f4dee9b049cdb49f99ef4,2
09e8325061f54d9b97aed0652ece0f5f,1
c0a458a292ac46c38dde54960c4875ed,3
c276c8a322a643ddaf5a860edc85bdb7,2
f6af45d2a5094a1ebd95e2e4b787f10e,4
25b4314513d24db699356252aaef017c,1
93b124e01ab14631aa333f068f5a8882,2
9e24027527e649f499d88efb4f3b9b98,4
8d495c918d86486693f111d17618fb64,1
267439a0666e4fa29ba86a0f03c0ffef,4
755a494feac543f198fc5acdcc7d3f61,4
b7f7df0f7fe44d9aa8a2c7d982856c0c,2
526df2b5c27d497a9ee405ef52a59c1e,1
501db1f4c8ae4176bfafabaef609950f,1
44a23b056d294a1bb4ae721920a0ab0f,1
facb2f007bd04b9ab8e6a1ee5d73d0aa,3
c7db4282e5a44111b6bf46c4ea2af167,1
56e84e9a531f4516b2407881b309987a,5
d00097fda19f4fa897a0ebed71b8f097,4
8fea11575f0845fa99e7db14ecb23fe2,4
d316c7fee53d42208c391ea5693ae252,3
